"id","title","description","availability","condition","price","link","image_link","brand","item_group_id","custom_label_0"
"BWL_LEVANTINA_REG","La Levantina (Regular)","Bowl con mézclum, quinoa, tomates cherry + pepino, zanahorias encurtidas, hummus, za'atar crumbs y chili-gurt dressing. Tamaño regular.","in stock","new","13.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=BWL_LEVANTINA_REG","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/BWL_LEVANTINA_REG.jpg","Farmhouse","GRP_LA_LEVANTINA","Bowls"
"BWL_LEVANTINA_LRG","La Levantina (Large)","Bowl con mézclum, quinoa, tomates cherry + pepino, zanahorias encurtidas, hummus, za'atar crumbs y chili-gurt dressing. Tamaño large, porción más generosa.","in stock","new","15.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=BWL_LEVANTINA_LRG","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/BWL_LEVANTINA_LRG.jpg","Farmhouse","GRP_LA_LEVANTINA","Bowls"
"BWL_OTONA_REG","La Otoña (Regular)","Bowl con quinoa, kale + repollo, zapallo rostizado, zucchini rostizado, pecans caramelizados, feta y carrot bliss vinaigrette. Tamaño regular.","in stock","new","13.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=BWL_OTONA_REG","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/BWL_OTONA_REG.jpg","Farmhouse","GRP_LA_OTONA","Bowls"
"BWL_OTONA_LRG","La Otoña (Large)","Bowl con quinoa, kale + repollo, zapallo rostizado, zucchini rostizado, pecans caramelizados, feta y carrot bliss vinaigrette. Tamaño large, porción más generosa.","in stock","new","15.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=BWL_OTONA_LRG","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/BWL_OTONA_LRG.jpg","Farmhouse","GRP_LA_OTONA","Bowls"
"BWL_BUFF_REG","La Buff (Regular)","Bowl con cilantro pesto rice, kale + repollo, tomates cherry, cranberries, queso de cabra, garbanzos crispy y chipotle lime dressing. Tamaño regular.","in stock","new","13.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=BWL_BUFF_REG","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/BWL_BUFF_REG.jpg","Farmhouse","GRP_LA_BUFF","Bowls"
"BWL_BUFF_LRG","La Buff (Large)","Bowl con cilantro pesto rice, kale + repollo, tomates cherry, cranberries, queso de cabra, garbanzos crispy y chipotle lime dressing. Tamaño large, porción más generosa.","in stock","new","15.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=BWL_BUFF_LRG","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/BWL_BUFF_LRG.jpg","Farmhouse","GRP_LA_BUFF","Bowls"
"WRP_CESAR","El César","Wrap en tortilla de harina de trigo con mézclum, kale + repollo, tomates cherry, parmesan crumble, za'atar crumbs y farmhouse caesar dressing.","in stock","new","12.95 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=WRP_CESAR","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/WRP_CESAR.jpg","Farmhouse","","Wraps"
"WRP_LUPITO","El Lupito","Wrap en tortilla de harina de trigo con mézclum, roasted corn, cebolla encurtida, cilantro, avo smash, frijolitos negros, totopos y chipotle lime dressing.","in stock","new","12.95 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=WRP_LUPITO","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/WRP_LUPITO.jpg","Farmhouse","","Wraps"
"BYO_REG","Build Your Own (Regular)","Arma tu bowl o ensalada a tu manera. BASES (elige hasta 2): mézclum, kale + repollo, cilantro pesto rice, quinoa. TOPPINGS (elige hasta 4): zanahorias ralladas, tomates cherry, pepino, tomates cherry + pepino, roasted corn, brócoli rostizado, pimentón rostizado, frijolitos negros, zapallo rostizado, zanahorias encurtidas, cranberries, aceitunas kalamata, zucchini rostizado, charred onions, cebolla encurtida, cilantro, rodaja de limón, zero-waste greens, pickled jalapeños. DRESSINGS (elige 1): thai peanut, chipotle lime, green tahini, farmhouse caesar, chili-gurt, carrot bliss vinaigrette, balsamic vinaigrette, pesto vinaigrette, aceite de oliva, vinagre balsámico, limón exprimido. CRUNCH (elige 1): almendras tostadas, arroz crispy, garbanzos crispy, za'atar crumbs, totopos, pecans caramelizados, cebollitas crunchy, chilli crunch (+1.00). Puedes añadir premiums warm o cold como adicional opcional. Tamaño regular.","in stock","new","13.95 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=BYO_REG","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/BYO_REG.jpg","Farmhouse","GRP_BUILD_YOUR_OWN","Build Your Own"
"BYO_LRG","Build Your Own (Large)","Arma tu bowl o ensalada a tu manera. BASES (elige hasta 2): mézclum, kale + repollo, cilantro pesto rice, quinoa. TOPPINGS (elige hasta 4): zanahorias ralladas, tomates cherry, pepino, tomates cherry + pepino, roasted corn, brócoli rostizado, pimentón rostizado, frijolitos negros, zapallo rostizado, zanahorias encurtidas, cranberries, aceitunas kalamata, zucchini rostizado, charred onions, cebolla encurtida, cilantro, rodaja de limón, zero-waste greens, pickled jalapeños. DRESSINGS (elige 1): thai peanut, chipotle lime, green tahini, farmhouse caesar, chili-gurt, carrot bliss vinaigrette, balsamic vinaigrette, pesto vinaigrette, aceite de oliva, vinagre balsámico, limón exprimido. CRUNCH (elige 1): almendras tostadas, arroz crispy, garbanzos crispy, za'atar crumbs, totopos, pecans caramelizados, cebollitas crunchy, chilli crunch (+1.00). Puedes añadir premiums warm o cold como adicional opcional. Tamaño large, porción más generosa.","in stock","new","15.95 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=BYO_LRG","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/BYO_LRG.jpg","Farmhouse","GRP_BUILD_YOUR_OWN","Build Your Own"
"BYO_CHILLI_CRUNCH","Chilli Crunch (crunch premium)","Opción de crunch premium para tu Build Your Own. Tiene un costo adicional de 1.00 sobre los crunch incluidos.","in stock","new","1.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=BYO_CHILLI_CRUNCH","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/BYO_CHILLI_CRUNCH.jpg","Farmhouse","","Build Your Own"
"PRM_POLLO_SPICED","Pollo Spiced (premium warm)","Proteína adicional caliente: pollo spiced. Se añade a cualquier ensalada, bowl o Build Your Own.","in stock","new","4.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=PRM_POLLO_SPICED","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/PRM_POLLO_SPICED.jpg","Farmhouse","","Premiums"
"PRM_POLLO_ROSTIZADO","Pollo Rostizado (premium warm)","Proteína adicional caliente: pollo rostizado. Se añade a cualquier ensalada, bowl o Build Your Own.","in stock","new","4.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=PRM_POLLO_ROSTIZADO","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/PRM_POLLO_ROSTIZADO.jpg","Farmhouse","","Premiums"
"PRM_SALMON_BULGOGI","Salmón Bulgogi (premium warm)","Proteína adicional caliente: salmón bulgogi. Se añade a cualquier ensalada, bowl o Build Your Own.","in stock","new","5.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=PRM_SALMON_BULGOGI","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/PRM_SALMON_BULGOGI.jpg","Farmhouse","","Premiums"
"PRM_TOFU_BULGOGI","Tofu Bulgogi (premium warm)","Proteína adicional caliente: tofu bulgogi. Opción vegetariana. Se añade a cualquier ensalada, bowl o Build Your Own.","in stock","new","5.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=PRM_TOFU_BULGOGI","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/PRM_TOFU_BULGOGI.jpg","Farmhouse","","Premiums"
"PRM_STEAK","Steak (premium warm)","Proteína adicional caliente: steak. Se añade a cualquier ensalada, bowl o Build Your Own.","in stock","new","5.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=PRM_STEAK","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/PRM_STEAK.jpg","Farmhouse","","Premiums"
"PRM_PARMESAN_CRUMBLE","Parmesan Crumble (premium cold)","Adicional frío: parmesan crumble. Se añade a cualquier ensalada, bowl o Build Your Own.","in stock","new","2.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=PRM_PARMESAN_CRUMBLE","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/PRM_PARMESAN_CRUMBLE.jpg","Farmhouse","","Premiums"
"PRM_QUESO_CABRA","Queso de Cabra (premium cold)","Adicional frío: queso de cabra. Se añade a cualquier ensalada, bowl o Build Your Own.","in stock","new","2.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=PRM_QUESO_CABRA","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/PRM_QUESO_CABRA.jpg","Farmhouse","","Premiums"
"PRM_FETA","Feta (premium cold)","Adicional frío: queso feta. Se añade a cualquier ensalada, bowl, Build Your Own o toastie.","in stock","new","2.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=PRM_FETA","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/PRM_FETA.jpg","Farmhouse","","Premiums"
"PRM_WHIPPED_FETA","Whipped Feta (premium cold)","Adicional frío: whipped feta. Se añade a cualquier ensalada, bowl, Build Your Own o toastie.","in stock","new","2.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=PRM_WHIPPED_FETA","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/PRM_WHIPPED_FETA.jpg","Farmhouse","","Premiums"
"PRM_AVO_SMASH","Avo Smash (premium cold)","Adicional frío: avo smash (aguacate machacado). Se añade a cualquier ensalada, bowl o Build Your Own.","in stock","new","3.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=PRM_AVO_SMASH","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/PRM_AVO_SMASH.jpg","Farmhouse","","Premiums"
"PRM_HUEVO_DURO","Huevo Duro (premium cold)","Adicional frío: huevo duro. Se añade a cualquier ensalada, bowl o Build Your Own.","in stock","new","1.75 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=PRM_HUEVO_DURO","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/PRM_HUEVO_DURO.jpg","Farmhouse","","Premiums"
"PRM_HUMMUS","Hummus (premium cold)","Adicional frío: hummus. Se añade a cualquier ensalada, bowl o Build Your Own.","in stock","new","2.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=PRM_HUMMUS","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/PRM_HUMMUS.jpg","Farmhouse","","Premiums"
"TOA_AVOTUNA","Avotuna","Toastie en pan de masa madre con tuna, rodajas de aguacate, cebollitas crunchy y tabasco.","in stock","new","12.95 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=TOA_AVOTUNA","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/TOA_AVOTUNA.jpg","Farmhouse","","Toasties"
"TOA_HOTTUNA","Hot Tuna","Toastie en pan de masa madre con tuna, pesto, rodajas de tomate y pickled jalapeños.","in stock","new","12.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=TOA_HOTTUNA","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/TOA_HOTTUNA.jpg","Farmhouse","","Toasties"
"TOA_PESTOCHICKEN","Pesto Chicken","Toastie en pan de masa madre con pesto chicken, feta y sundried tomato spread.","in stock","new","13.95 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=TOA_PESTOCHICKEN","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/TOA_PESTOCHICKEN.jpg","Farmhouse","","Toasties"
"TOA_SERRANITO","Serranito Margarita","Toastie en pan de masa madre con jamón serrano, tomate rallado y mozzarella fresca.","in stock","new","14.95 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=TOA_SERRANITO","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/TOA_SERRANITO.jpg","Farmhouse","","Toasties"
"TOA_TURKEYMELT","Turkey Melt","Toastie en pan de masa madre con pechuga de pavo, mozzarella, rodajas de tomate y honey mustard.","in stock","new","14.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=TOA_TURKEYMELT","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/TOA_TURKEYMELT.jpg","Farmhouse","","Toasties"
"TOA_AVOPESTO","Avopesto","Toastie en pan de masa madre con rodajas de aguacate, mozzarella fresca, pesto y rodajas de tomate.","in stock","new","13.95 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=TOA_AVOPESTO","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/TOA_AVOPESTO.jpg","Farmhouse","","Toasties"
"TOA_SPICYCHICKPEA","Spicy Chickpea","Toastie en pan de masa madre con chickpea salad, whipped feta, cebollitas crunchy, rodajas de tomate y tabasco.","in stock","new","12.95 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=TOA_SPICYCHICKPEA","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/TOA_SPICYCHICKPEA.jpg","Farmhouse","","Toasties"
"ADD_CEBOLLITAS_CRUNCHY","Cebollitas Crunchy (add-on)","Adicional para toasties: cebollitas crunchy.","in stock","new","1.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=ADD_CEBOLLITAS_CRUNCHY","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/ADD_CEBOLLITAS_CRUNCHY.jpg","Farmhouse","","Toastie Add-ons"
"ADD_RODAJAS_TOMATE","Rodajas de Tomate (add-on)","Adicional para toasties: rodajas de tomate fresco.","in stock","new","1.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=ADD_RODAJAS_TOMATE","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/ADD_RODAJAS_TOMATE.jpg","Farmhouse","","Toastie Add-ons"
"ADD_RODAJAS_AGUACATE","Rodajas de Aguacate (add-on)","Adicional para toasties: rodajas de aguacate fresco.","in stock","new","3.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=ADD_RODAJAS_AGUACATE","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/ADD_RODAJAS_AGUACATE.jpg","Farmhouse","","Toastie Add-ons"
"ADD_TABASCO","Tabasco (add-on)","Adicional para toasties: salsa tabasco.","in stock","new","1.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=ADD_TABASCO","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/ADD_TABASCO.jpg","Farmhouse","","Toastie Add-ons"
"ADD_PICKLED_JALAPENOS","Pickled Jalapeños (add-on)","Adicional para toasties: jalapeños encurtidos.","in stock","new","1.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=ADD_PICKLED_JALAPENOS","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/ADD_PICKLED_JALAPENOS.jpg","Farmhouse","","Toastie Add-ons"
"ADD_MOZZARELLA_FRESCA","Mozzarella Fresca (add-on)","Adicional para toasties: mozzarella fresca.","in stock","new","3.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=ADD_MOZZARELLA_FRESCA","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/ADD_MOZZARELLA_FRESCA.jpg","Farmhouse","","Toastie Add-ons"
"ADD_JAMON_SERRANO","Jamón Serrano (add-on)","Adicional para toasties: jamón serrano.","in stock","new","4.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=ADD_JAMON_SERRANO","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/ADD_JAMON_SERRANO.jpg","Farmhouse","","Toastie Add-ons"
"SMO_SUPERNOVA","Supernova","Smoothie clásico con blueberries, mango, dátiles, leche de coco, blue spirulina, agua de pipa y limón.","in stock","new","9.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=SMO_SUPERNOVA","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/SMO_SUPERNOVA.jpg","Farmhouse","","Classic Smoothies"
"SMO_MARBLE_ACAI","Marble Acai","Smoothie clásico con açai, piña, banana, cacao nibs, yogur griego, green spirulina, leche de almendras y limón.","in stock","new","9.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=SMO_MARBLE_ACAI","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/SMO_MARBLE_ACAI.jpg","Farmhouse","","Classic Smoothies"
"SMO_CHOCOSHAKE","Choco-Shake","Smoothie clásico con cacao, peanut butter, banana, leche de almendras, miel de abeja y cacao nibs.","in stock","new","8.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=SMO_CHOCOSHAKE","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/SMO_CHOCOSHAKE.jpg","Farmhouse","","Classic Smoothies"
"SMO_FROSTEE","Frostee","Smoothie clásico con fresa, piña, mango, blueberry splash y agua de pipa.","in stock","new","8.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=SMO_FROSTEE","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/SMO_FROSTEE.jpg","Farmhouse","","Classic Smoothies"
"SMO_MANGO","Mango","Smoothie clásico de mango con agua de pipa o leche de almendras (a elección).","in stock","new","8.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=SMO_MANGO","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/SMO_MANGO.jpg","Farmhouse","","Classic Smoothies"
"SMO_PAPAYA","Papaya","Smoothie clásico de papaya con agua de pipa o leche de almendras (a elección).","in stock","new","7.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=SMO_PAPAYA","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/SMO_PAPAYA.jpg","Farmhouse","","Classic Smoothies"
"SMO_PRETTYINPINK","Pretty in Pink","Smoothie signature con fresa, banana, mango, leche de almendras, yogur griego, beetroot powder, miel de abeja y vegan protein scoop.","in stock","new","9.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=SMO_PRETTYINPINK","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/SMO_PRETTYINPINK.jpg","Farmhouse","","Signature Smoothies"
"SMO_NUTTYCHAI","Nutty Chai","Smoothie signature con banana, almond butter, especias de chai, hojuelas de avena, leche de almendras y pizca de sal.","in stock","new","8.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=SMO_NUTTYCHAI","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/SMO_NUTTYCHAI.jpg","Farmhouse","","Signature Smoothies"
"SMO_TROPICALIA","Tropicalia","Smoothie signature con piña, maracuyá, mango, agua de pipa, blue spirulina y miel de abeja.","in stock","new","8.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=SMO_TROPICALIA","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/SMO_TROPICALIA.jpg","Farmhouse","","Signature Smoothies"
"SMO_EVERGREEN","Evergreen","Smoothie signature con manzana verde, piña, pepino, kale, agua de pipa, limón y strawberry splash.","in stock","new","8.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=SMO_EVERGREEN","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/SMO_EVERGREEN.jpg","Farmhouse","","Signature Smoothies"
"SMO_BLUSH","Blush","Smoothie signature con fresa, mora, limón mandarina, miel de abeja, hierbabuena, jengibre y agua de pipa.","in stock","new","8.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=SMO_BLUSH","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/SMO_BLUSH.jpg","Farmhouse","","Signature Smoothies"
"SMO_SUMMERTIME","Summertime","Smoothie signature con sandía, piña, jengibre, limón, miel de abeja y agua de pipa.","in stock","new","8.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=SMO_SUMMERTIME","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/SMO_SUMMERTIME.jpg","Farmhouse","","Signature Smoothies"
"EXT_CACAO_NIBS","Cacao Nibs (extra smoothie)","Extra para cualquier smoothie: cacao nibs.","in stock","new","1.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=EXT_CACAO_NIBS","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/EXT_CACAO_NIBS.jpg","Farmhouse","","Smoothie Extras"
"EXT_ALMOND_BUTTER","Almond Butter (extra smoothie)","Extra para cualquier smoothie: almond butter.","in stock","new","2.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=EXT_ALMOND_BUTTER","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/EXT_ALMOND_BUTTER.jpg","Farmhouse","","Smoothie Extras"
"EXT_PEANUT_BUTTER","Peanut Butter (extra smoothie)","Extra para cualquier smoothie: peanut butter.","in stock","new","1.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=EXT_PEANUT_BUTTER","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/EXT_PEANUT_BUTTER.jpg","Farmhouse","","Smoothie Extras"
"EXT_VEGAN_PROTEIN","Vegan Protein Scoop (extra smoothie)","Extra para cualquier smoothie: scoop de proteína vegana.","in stock","new","2.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=EXT_VEGAN_PROTEIN","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/EXT_VEGAN_PROTEIN.jpg","Farmhouse","","Smoothie Extras"
"DRK_AGUA","Agua","Botella de agua natural.","in stock","new","2.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=DRK_AGUA","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/DRK_AGUA.jpg","Farmhouse","","Drinks"
"DRK_AGUA_GAS","Agua con Gas","Botella de agua con gas.","in stock","new","3.00 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=DRK_AGUA_GAS","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/DRK_AGUA_GAS.jpg","Farmhouse","","Drinks"
"DRK_COCACOLA","Coca Cola (regular o zero)","Coca Cola en presentación regular o zero, a elección.","in stock","new","2.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=DRK_COCACOLA","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/DRK_COCACOLA.jpg","Farmhouse","","Drinks"
"DRK_SODA_ARTESANAL","Sodas Artesanales","Soda artesanal. Consulta los sabores disponibles del día.","in stock","new","3.50 USD","https://farmhousepanelwhatsapp-production.up.railway.app/?sku=DRK_SODA_ARTESANAL","https://farmhousepanelwhatsapp-production.up.railway.app/static/catalog/DRK_SODA_ARTESANAL.jpg","Farmhouse","","Drinks"
